siren,dateCreationEtablissement,denominationUniteLegale,isOnePerson,X,Y
440660504,2002-02-01,EURAFRIKA,False,48.93637562,2.3525722625
441038924,2002-02-05,B J GARAGES AUTOMOBILE,False,48.923338906,2.3679238861
441380805,2002-03-23,,True,48.936960635,2.3545119329
389817438,2002-04-01,,True,48.906501429,2.359034216
442013553,2002-04-17,BTF DISTRIBUTION,False,48.924270633,2.3688390636
442211405,2002-05-23,TOUS TRAVAUX PEINTURE-BATIMENT,False,48.923982301,2.3675392784
442306734,2002-06-03,SARL METEX,False,48.938845244,2.3590492969
410915698,2002-06-04,SARL TRANSPORT EUROPE EXPRESS,False,48.933575289,2.3557687407
442532685,2002-06-10,JENNY SAINT DENIS,False,48.936894181,2.3516966908
442384269,2002-06-11,LES CHANTERELLES,False,48.913999165,2.3461275166
442306734,2002-06-15,SARL METEX,False,48.938845244,2.3590492969
421447111,2002-09-12,SARL A.T.N,False,48.938464277,2.3488497764
429245566,2002-09-12,SPEC SOC PRESSE EVENEMENTIEL COMMUNICAT.,False,48.926434556,2.3521312247
381119387,2002-10-01,CHAPELLE DEVELOPPEMENT,False,48.90231328,2.3602180107
443638507,2002-10-02,D.E.K.,False,48.93413314,2.3429023813
342027190,2002-11-12,,True,48.944493689,2.3483032861
443913090,2002-11-23,,True,48.932680826,2.3556624338
440825982,2002-12-01,BATIREAL,False,48.923979225,2.3677232766
443187810,2002-12-01,R K RENOVE,False,48.936341861,2.3505876699
431374123,2002-12-02,GUIZ MOD,False,48.93413314,2.3429023813
438793556,2002-12-20,VITAELEC,False,48.936341861,2.3505876699
310448162,2003-01-01,,True,48.936252852,2.3717831234
442161378,2003-01-01,,True,48.914637506,2.3450766457
432750339,2003-01-02,,True,48.937125076,2.348670247
444643399,2003-01-04,,True,48.917645203,2.3663950439
444620843,2003-01-15,SCI 36 MURGER,False,48.917645203,2.3663950439
448460154,2003-01-27,POLE MEDIA GRAND PARIS,False,48.924701784,2.3628123101
334625449,2003-02-01,,True,48.919701871,2.3418661742
438436412,2003-02-01,SARL RAVALEMENT PEINTURE BATIMENT,False,48.936341861,2.3505876699
447747544,2003-02-26,SCI SAD,False,48.932452425,2.3774438671
451361182,2003-03-27,ASS POUR LE DEVELOPPEMENT DES VILLAGES,False,48.925502824,2.3697234761
433987831,2003-04-01,E-COURSE INTERNATIONAL,False,48.942685038,2.3570254636
447780883,2003-04-01,BSC SPORT,False,48.936729215,2.3531211085
319527784,2003-05-02,LITT DIFFUSION SA,False,48.942747941,2.3405465822
452181373,2003-05-14,,True,48.907280843,2.3621815089
329421820,2003-06-01,,True,48.933512164,2.3555688755
448870089,2003-06-12,TRANSMAC - EXPRESS,False,48.926484499,2.3408908278
449035526,2003-07-01,K-TRANS,False,48.923865808,2.3686924935
340606011,2003-07-01,,True,48.937588053,2.3561312901
352346662,2003-07-01,,True,48.937588053,2.3561312901
430108316,2003-07-01,,True,48.926484499,2.3408908278
449567239,2003-07-01,SARL D.E.E.K.,False,48.911763541,2.3575722911
449465525,2003-07-15,,True,48.943381737,2.3569969191
449855329,2003-08-07,,True,48.939277831,2.3590720876
449583459,2003-09-01,SANS UN PLI,False,48.913999165,2.3461275166
449877976,2003-09-01,CHANG RONG,False,48.915541124,2.3530706501
450272026,2003-10-01,ALBERT SERVICES,False,48.936341861,2.3505876699
450594171,2003-10-01,PROMOTIM,False,48.927408819,2.3530909573
450508783,2003-10-10,ALTRADEX,False,48.924982186,2.3691353107
413222175,2003-10-15,IN THE TARGET,False,48.903733968,2.3627061094
413493305,2003-10-15,MADE IN PROD,False,48.903733968,2.3627061094
351906706,2003-11-01,,True,48.933512164,2.3555688755
348852435,2003-11-07,,True,48.925389333,2.373203685
451373559,2003-11-15,GARAGE GOSSET,False,48.941010357,2.3565152611
412982068,2003-11-28,VICTOR 57,False,48.903012148,2.3602877231
450714613,2003-12-01,MOBEEN,False,48.946720056,2.3711729685
412983355,2003-12-31,BATI ESPACE,False,48.923593632,2.3683247382
318285582,2003-12-31,,True,48.931963519,2.3508900545
434522033,2004-02-01,LIGUE FRANCAISE FEMME MUSULMANE,False,48.934657278,2.3430560091
433250834,2004-02-01,DEKRA INDUSTRIAL,False,48.93239291,2.3549671626
383828621,2004-02-02,,True,48.94419066,2.3559122129
451720577,2004-02-07,NEO 1486,False,48.944705992,2.3707189399
452517709,2004-02-16,OL BAT,False,48.926484499,2.3408908278
382229870,2004-02-19,BOXER,False,48.93737808,2.3559657153
306309071,2004-03-15,ETABLISSEMENTS SCIARDIS,False,48.937038204,2.3538871478
447999269,2004-03-15,SARL LES AIGLES IMMOBILIERS,False,48.935877635,2.3473070704
433637006,2004-04-02,,True,48.939614571,2.3795737093
453567752,2004-05-03,BLJ,False,48.950256498,2.3561874453
453471138,2004-05-10,EURL EPI,False,48.936375544,2.3507462744
448907584,2004-05-19,LES ROSES,False,48.93413314,2.3429023813
437789316,2004-05-28,NOKTA,False,48.938845244,2.3590492969
453255739,2004-06-01,SENSIO,False,48.936602115,2.3540659227
453982795,2004-06-01,SARL MAM,False,48.927754204,2.3635136905
453637670,2004-06-03,POMS,False,48.923670246,2.3684429452
397569054,2004-07-01,SCI LILA,False,48.916208616,2.3545933125
443546031,2004-07-01,INHBAL PRODUCTION,False,48.916208616,2.3545933125
632021937,2004-07-01,PUSTERLA 1880 ASIE,False,48.916208616,2.3545933125
450544796,2004-07-01,GPE DE PROTECTION ET DE FORMATION INT,False,48.941170626,2.3730638905
453255739,2004-07-01,SENSIO,False,48.936602115,2.3540659227
477700314,2004-07-01,ENTREPRISE GENERALE DE PEINTURE,False,48.926484499,2.3408908278
477829667,2004-07-09,HARI ELEC,False,48.912697597,2.360739948
304041387,2004-07-13,,True,48.916208616,2.3545933125
394261085,2004-07-13,,True,48.916208616,2.3545933125
478161078,2004-07-23,ZEND INTERNATIONAL,False,48.909862645,2.3586405541
353230485,2004-08-01,,True,48.916208616,2.3545933125
449625904,2004-08-01,HIGH TECH AGENCY,False,48.922404443,2.3621698516
431405091,2004-08-15,,True,48.926863227,2.3700222582
477995260,2004-08-23,ACROTERE,False,48.936514088,2.3545857251
304555899,2004-10-01,DISPORTEX,False,48.91965462,2.3633796891
430411512,2004-10-01,,True,48.936452597,2.3543557991
444941595,2004-10-01,,True,48.916208616,2.3545933125
478920127,2004-10-01,MANDATAIRES JUDICIAIRES  SEINE ST DENIS,False,48.936002469,2.3662274205
479096232,2004-10-12,EURO RAVALLEMENT,False,48.923426614,2.3673836359
479640435,2004-11-01,COMEPA -INDUSTRIES,False,48.943441756,2.3471215005
479022881,2004-11-05,AGIP SECURITE,False,48.939277831,2.3590720876
450106745,2004-11-10,SARL ESRA,False,48.930553606,2.3576483201
479567711,2004-11-22,,True,48.92969874,2.3649202584
449575810,2004-12-03,ASIA EUROPE INTERNATIONAL IMPORT EXPORT,False,48.936467445,2.3476315075
479502742,2004-12-18,,True,48.937119902,2.3680293078
478967656,2004-12-24,ENTREPRISE MEBARKI RENOVATION,False,48.927408819,2.3530909573
450020284,2004-12-24,SARL BATINORD,False,48.931782565,2.3558537258
482884715,2005-01-01,,True,48.923797578,2.3679809536
425003480,2005-01-01,FRANCK B,False,48.942248587,2.3583120752
480486695,2005-01-01,SARL B.G.S,False,48.936341861,2.3505876699
480806777,2005-02-01,DAMIA,False,48.924301763,2.3682272994
481924165,2005-02-01,L ORIENT BLEU,False,48.917645203,2.3663950439
442388658,2005-02-21,ART CARRAZEDO MOREIRA PEIXOTO,False,48.931050069,2.3572727171
452842545,2005-02-22,AXYOME SAS,False,48.913709452,2.3563485308
443261144,2005-02-23,DROUOT HOLDING,False,48.911987065,2.3642395783
481068815,2005-03-01,ROYAL TRANSPORTS,False,48.916758171,2.3664192159
481633394,2005-03-01,GARAGE MG,False,48.926484499,2.3408908278
448381608,2005-03-01,ARCHCLIM,False,48.924982186,2.3691353107
348220153,2005-04-01,,True,48.917415608,2.3403183788
481559540,2005-04-01,IAA LELOUP,False,48.936153948,2.3498481298
481676989,2005-04-05,NEGOCES MICHEL,False,48.932088755,2.3556497026
379922594,2005-04-12,,True,48.932837576,2.3663396826
481841310,2005-04-13,ENTREPRISE RAMOS,False,48.926484499,2.3408908278
453982795,2005-04-15,SARL MAM,False,48.927754204,2.3635136905
482395324,2005-04-21,EMOTI TRAVEL,False,48.923848728,2.3684036593
482177375,2005-04-27,LAMOUD,False,48.903733968,2.3627061094
482980372,2005-05-01,MNG INTERNATIONAL,False,48.925164455,2.3496360775
451018287,2005-05-12,ULEFER,False,48.931782565,2.3558537258
411508153,2005-05-19,L P S LA PARISIENNE,False,48.914430633,2.3564710076
482334323,2005-06-01,INTERNATIONAL FLEURS,False,48.906025148,2.360816983
482291044,2005-06-10,CREATIV PRODUCTIONS,False,48.93727597,2.3566279339
481313955,2005-06-15,KARBAT,False,48.931782565,2.3558537258
450539135,2005-07-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
450539135,2005-07-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
482697828,2005-07-01,ALLIANCE IMMOBILIER,False,48.934409938,2.3499600138
450539135,2005-07-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
408508349,2005-07-01,FILL,False,48.926484499,2.3408908278
450539135,2005-07-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
450539135,2005-07-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
450539135,2005-07-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
450539135,2005-07-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
452181373,2005-07-01,,True,48.907280843,2.3621815089
483629093,2005-07-20,IP AFYL TELECOM,False,48.937042247,2.3786324842
417735784,2005-07-22,,True,48.928647694,2.3629295369
483663308,2005-08-01,,True,48.912232522,2.3600073906
179301312,2005-09-01,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
403155823,2005-09-01,F.D.M,False,48.906025148,2.360816983
482770153,2005-09-01,,True,48.912697597,2.360739948
391206729,2005-09-30,BIONOR,False,48.940233789,2.3557546662
391206729,2005-09-30,BIONOR,False,48.940233789,2.3557546662
403155823,2005-10-01,F.D.M,False,48.906025148,2.360816983
483214599,2005-10-03,ROOSEVELT ASSOCIES,False,48.903733968,2.3627061094
338653280,2005-10-18,PANAVISION CORP CALIFORNIA LOC,False,48.916460804,2.3469968839
351816475,2005-10-24,,True,48.937075056,2.3670292802
484987946,2005-11-01,,True,48.933152358,2.3575620443
479488892,2005-11-01,ALVERONE,False,48.916874113,2.3580440897
484966809,2005-11-10,SARL PARIS INTERNATIONAL TRANSPORTS,False,48.931504103,2.3424989574
432874550,2005-11-15,,True,48.926484499,2.3408908278
483252391,2005-12-01,NEUSON BAUMASCHINEN GMBH,False,48.914424967,2.3618001886
487953333,2005-12-15,ASIACO,False,48.910465579,2.3648422374
493162176,2005-12-26,,True,48.936174534,2.3696951892
309949592,2006-01-01,,True,48.911030019,2.357630462
450539135,2006-01-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
487758047,2006-01-01,S-T-BAG,False,48.923865808,2.3686924935
400189031,2006-01-01,,True,48.923850054,2.3732803631
450072095,2006-01-09,,True,48.934972395,2.3487254547
488322389,2006-01-09,MED SERVICES,False,48.936341861,2.3505876699
488107137,2006-01-19,COM'ONLINE,False,48.938007617,2.3513865952
487829269,2006-01-30,SCI ZEN,False,48.936341861,2.3505876699
429923287,2006-02-10,,True,48.938798073,2.3487138673
442784898,2006-02-17,SARL ENTREPRISE SERVICES ET DEPANNAGES,False,48.908730226,2.3643578065
443807441,2006-02-17,ENLEVEMENT SUR DEMANDE,False,48.926065055,2.3500422977
398748434,2006-02-28,NK ADMINISTRATION,False,48.914424967,2.3618001886
488762014,2006-03-01,SAGA SECURITE PRIVEE,False,48.912697597,2.360739948
489339143,2006-03-01,AGI,False,48.912697597,2.360739948
448461947,2006-03-01,TIGER SECURITE PRIVEE,False,48.945070917,2.3760344807
483946398,2006-03-01,,True,48.933687765,2.3577915688
453534752,2006-03-25,ZARACHE,False,48.906086539,2.3563437505
382506913,2006-03-30,,True,48.93696378,2.3468260536
489506782,2006-04-01,BELLE DECOR,False,48.915889846,2.3654412201
542087119,2006-04-07,CIE FONCIERE IMMOBILIERE PLAINE,False,48.908908588,2.3587111116
478236904,2006-04-10,,True,48.944104297,2.3701902337
489486712,2006-04-15,ELEVE SHOP,False,48.923593632,2.3683247382
433172889,2006-04-22,,True,48.945565967,2.349872463
448522946,2006-05-09,SARL ACP,False,48.931782565,2.3558537258
480735588,2006-05-22,BOURAI ELEC,False,48.931782565,2.3558537258
414797324,2006-06-01,LE PARC DU MILLENAIRE,False,48.904925932,2.3642662061
448722736,2006-06-01,,True,48.935558924,2.3513980164
453430332,2006-06-01,PRISMATEL,False,48.924982186,2.3691353107
450539135,2006-06-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
450539135,2006-06-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
490546082,2006-06-05,ARIAN EURO,False,48.915962749,2.3664209858
490869385,2006-06-26,OPEVEIL,False,48.915097171,2.352643907
491052700,2006-06-26,AMG DISTRIB,False,48.937439023,2.3596361218
491353645,2006-06-28,,True,48.93850703,2.3536081738
492484431,2006-07-04,ALAKISSMEN,False,48.938592916,2.3425479108
491330015,2006-07-13,,True,48.910759732,2.3593685671
491888616,2006-07-19,RAYAN ENTREPRISE,False,48.919433528,2.3440979241
312975394,2006-08-01,SAINT BERNARD OUTILLAGE,False,48.914479186,2.3573572972
379559727,2006-08-01,,True,48.902930745,2.3582842514
443929237,2006-09-01,ROCHAR,False,48.915888142,2.35680775
384649638,2006-09-09,,True,48.942043879,2.3813298236
491537460,2006-09-15,CO2 GROUP,False,48.910465579,2.3648422374
492015383,2006-09-20,SUPER DECOR,False,48.923593632,2.3683247382
432301703,2006-10-01,,True,48.917145159,2.3663888515
450539135,2006-10-01,ICADE PATRIMOINE,False,48.941251252,2.3858584267
492363106,2006-10-10,BRIGHT NETTOYAGE SERVICE,False,48.93426227,2.3557547735
493007975,2006-11-15,,True,48.931504103,2.3424989574
493902241,2006-12-27,B.E.A AUTO,False,48.923338906,2.3679238861
479674137,2007-01-01,RACE SYSTEMES,False,48.931782565,2.3558537258
493537930,2007-01-02,,True,48.940723779,2.3562849588
479079667,2007-01-02,EVENTS GAMES,False,48.913709452,2.3563485308
392065223,2007-01-02,,True,48.927699938,2.3646416726
484325774,2007-01-10,LES OUVRIERS DE LA FRANCILIENNE,False,48.926484499,2.3408908278
494158231,2007-01-15,UNIVERS AUTO,False,48.923401371,2.3680192007
480129006,2007-01-15,NUMERIC VISION,False,48.926484499,2.3408908278
485264683,2007-01-26,SOCIETE MAINTENANCE D'INCENDIE PARISIENNE,False,48.924611539,2.3651079038
391206729,2007-02-12,BIONOR,False,48.940233789,2.3557546662
480670389,2007-03-01,SITA TRANSPORTS BETON,False,48.924021684,2.3646483753
447545203,2007-03-06,AUTOS-STADE,False,48.91560912,2.3650066467
444518658,2007-03-15,FONCIERE 168 WILSON,False,48.911684168,2.358451654
495059875,2007-03-15,SCI TALI,False,48.931572956,2.3536683946
494953532,2007-03-19,PRO BAT,False,48.93551753,2.3560627324
477995260,2007-04-01,ACROTERE,False,48.936514088,2.3545857251
495312910,2007-04-05,T-SYSTEMS,False,48.923865808,2.3686924935
775734858,2007-04-05,ASSOCIATION PHILOTECHNIQUE DE ST DENIS,False,48.9395814,2.3565824917
497677237,2007-04-14,TRANS-MED,False,48.923426614,2.3673836359
495243339,2007-04-15,,True,48.917808089,2.3664162577
448689521,2007-04-21,ASSOCIATION ANAAMONGO FRANCE,False,48.935265084,2.3710469011
498012624,2007-04-30,S T I,False,48.934600486,2.3499412531
489633362,2007-05-06,,True,48.944129265,2.3747879988
392385175,2007-05-24,SILVER LINE,False,48.936182691,2.3569596405
500010814,2007-05-29,UNIRH93,False,48.933733026,2.3771530956
430080739,2007-06-01,CINE SOFT,False,48.914942908,2.3458827458
481654952,2007-06-01,E.A.C.I.T. EXPERT ALLIANCE CONSULTING IN,False,48.936671354,2.3670437476
491356713,2007-06-01,SOGESTRANS INTERNATIONAL,False,48.915350484,2.3647528732
498016823,2007-06-01,TAC'SI,False,48.936983649,2.3469404673
498384387,2007-06-01,SARL AYAD,False,48.929998033,2.3539527417
498811298,2007-06-01,H.I.A,False,48.945873944,2.3482944559
495182040,2007-06-06,,True,48.911286814,2.3600749585
499045185,2007-07-01,ZERA,False,48.92491355,2.346182102
344015607,2007-07-16,TECHNOFRANCE,False,48.906926713,2.3580098857
499457976,2007-07-18,SCI S.A.L.S 14,False,48.931148971,2.3586118106
489105775,2007-07-21,,True,48.903012148,2.3602877231
493897136,2007-07-25,STE KHAYRI,False,48.943052172,2.3836910806
489288209,2007-08-05,,True,48.942756374,2.374846822
500007430,2007-09-10,FH FRUITS,False,48.908983843,2.3624648791
500341466,2007-09-15,J.N.G,False,48.92517705,2.3701927935
500333257,2007-09-20,COSMO TRESOR,False,48.932221053,2.3822606678
484059456,2007-10-01,,True,48.917645203,2.3663950439
488552498,2007-10-02,EUROSUPERETTE AUTO,False,48.932118795,2.3663942983
391206729,2007-10-09,BIONOR,False,48.940233789,2.3557546662
501038194,2007-10-10,SCI JOFFRE,False,48.914271597,2.3444385979
500526785,2007-10-20,,True,48.940263189,2.3564230756
500616271,2007-10-29,,True,48.924174679,2.3684123945
412043150,2007-10-30,,True,48.937152809,2.3478167484
403155823,2007-11-01,F.D.M,False,48.906025148,2.360816983
501557946,2007-11-01,EGF,False,48.913709452,2.3563485308
441038924,2007-11-09,B J GARAGES AUTOMOBILE,False,48.923338906,2.3679238861
501446033,2007-11-29,FORCLUM GRANDS TRAVAUX-TERTIAIRE,False,48.915097171,2.352643907
501570089,2007-12-01,TSB,False,48.932043284,2.3508399226
491052700,2007-12-17,AMG DISTRIB,False,48.937439023,2.3596361218
501893051,2007-12-27,MIKAPEN,False,48.919416233,2.3453917615
501792071,2008-01-01,,True,48.923426614,2.3673836359
502704471,2008-01-03,ETATS DE SURFACES,False,48.926484499,2.3408908278
384509295,2008-01-17,TISS INFOS,False,48.907793236,2.3587727394
502292709,2008-02-01,AMZ,False,48.924313818,2.3681258921
492268727,2008-02-01,ENERGIE RENOUVELABLE DIFFUSION,False,48.924982186,2.3691353107
502976269,2008-02-22,,True,48.917168236,2.3527052
503147530,2008-02-25,SARL EUROPIZZA,False,48.917645203,2.3663950439
377949755,2008-02-27,,True,48.933806678,2.3554846949
491537460,2008-03-01,CO2 GROUP,False,48.910465579,2.3648422374
503331589,2008-03-10,A.C.E,False,48.917400864,2.3579993851
503651002,2008-03-22,COMPAGNIE FRANCAISE DE GARDIENNAGE,False,48.920431889,2.3451918976
490549870,2008-04-01,,True,48.939435872,2.3416078943
503740342,2008-04-05,,True,48.908711582,2.3603317289
504064387,2008-04-14,,True,48.926006735,2.372867207
483946398,2008-06-02,,True,48.933687765,2.3577915688
504602194,2008-06-05,F.D.C,False,48.924103966,2.3679294677
785467036,2008-06-05,,True,48.923433641,2.3677438259
489288209,2008-06-06,,True,48.942756374,2.374846822
489632448,2008-06-17,A.A.P. (AIDE AUX PERSONNES),False,48.931504103,2.3424989574
431317239,2008-07-01,AURA D'URBANIA RESEAU PLAINE SAINT DENIS,False,48.913709452,2.3563485308
484352315,2008-07-02,LE CERCLE DES REVES,False,48.930612803,2.3550574764
505075192,2008-07-24,SARL S-IMEXCO,False,48.932636884,2.3684234951
481165850,2008-07-28,AC NEGO,False,48.926058163,2.3444190626
480198746,2008-07-30,RENOVATION A.TOM,False,48.935265084,2.3710469011
505086686,2008-08-01,ESPACE PRIMEUR BON PRIX,False,48.923865808,2.3686924935
507562767,2008-08-05,KENNY-TRANS,False,48.926484499,2.3408908278
502701378,2008-08-08,CAMELIA DIFFUSION,False,48.93413314,2.3429023813
321018194,2008-08-26,LABORATOIRES ESCARIUS,False,48.931343778,2.3558659831
383828621,2008-09-01,,True,48.94419066,2.3559122129
494835838,2008-09-16,KENZA INES,False,48.946340552,2.3492661518
352531164,2008-09-30,ALTEA BTP,False,48.912612189,2.3622127717
412983355,2008-10-01,BATI ESPACE,False,48.923593632,2.3683247382
508324159,2008-10-01,INRI'S METRO FRONT POPULAIRE,False,48.906561784,2.3610730091
508950870,2008-10-06,,True,48.939810541,2.3741969419
508506292,2008-10-10,,True,48.937271992,2.3601347809
179301312,2008-10-13,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
179301312,2008-10-13,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
179301312,2008-10-13,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
508662368,2008-10-20,BCS,False,48.912697597,2.360739948
508776747,2008-10-22,GERTEX,False,48.925164455,2.3496360775
382229870,2008-10-29,BOXER,False,48.93737808,2.3559657153
418062477,2008-11-01,,True,48.916483759,2.3571947287
509157533,2008-11-12,MET-FRANCE,False,48.903733968,2.3627061094
509030920,2008-11-15,,True,48.915710225,2.3640785235
413468026,2008-11-17,AFRIQUE EXOTIQUE SARL,False,48.934972395,2.3487254547
493205579,2008-12-01,TOTALE RENOVATION,False,48.92826373,2.365818075
482488277,2008-12-05,IMESTIA INVESTISSEMENTS,False,48.923087943,2.3422320664
328214283,2008-12-13,GARAGE JEAN JAURES,False,48.909832068,2.3594638912
510430507,2009-01-01,BENCO 26,False,48.940240546,2.3808057708
494878036,2009-01-02,PLAINE WILSON,False,48.915134773,2.358195169
509781597,2009-01-12,,True,48.94111473,2.3519020994
510011075,2009-01-15,PP PRINCESSE,False,48.92844034,2.3650009935
789706306,2009-01-19,MISSION CHRETIENNE PENTECOTISTE,False,48.933733026,2.3771530956
511223299,2009-01-21,,True,48.933305819,2.3556601527
478857337,2009-02-01,HW,False,48.937588053,2.3561312901
510441116,2009-02-01,P.L.TRANS,False,48.93831653,2.3541360937
510243892,2009-02-01,SAPHIR MEDIA,False,48.924982186,2.3691353107
511021685,2009-02-01,S.DECO AGENCEMENT,False,48.936341861,2.3505876699
510497498,2009-02-10,L' ETAGE RENOVATION,False,48.923064089,2.3683345784
379710494,2009-02-10,,True,48.922823503,2.3414050092
510749013,2009-03-01,TATOU,False,48.915350849,2.3636353693
511070377,2009-03-12,S.H.A,False,48.927976555,2.3633867737
510848302,2009-03-15,H.M.M TPS,False,48.923865808,2.3686924935
422481366,2009-03-18,,True,48.91526656,2.3544529939
499588754,2009-03-23,DIABY PROPRE,False,48.913893335,2.3469716561
513224535,2009-03-25,,True,48.929884861,2.3531447905
342143435,2009-04-10,,True,48.934901161,2.3558287602
512044066,2009-04-20,,True,48.936345598,2.3700753215
512031048,2009-04-22,SYLUMIS ART LIGHTING SAS,False,48.909717608,2.3648217594
382751204,2009-05-01,,True,48.934004371,2.3779207737
483946398,2009-05-01,,True,48.933687765,2.3577915688
502781420,2009-05-12,AQF,False,48.932837576,2.3663396826
512949454,2009-05-12,ENTREPRISE DE BATIMENT ET EQUIPEMENT,False,48.920431889,2.3451918976
341451466,2009-05-15,SARL RODEO DRIVE PRODUCTION,False,48.903733968,2.3627061094
398624403,2009-06-01,MTI,False,48.927389499,2.3404566886
512530890,2009-06-01,,True,48.908878991,2.3644801409
513033720,2009-06-02,,True,48.932556684,2.353484193
332285170,2009-06-15,,True,48.935838922,2.3476292885
513224584,2009-06-15,JB BATIMENTS,False,48.923593632,2.3683247382
503858433,2009-06-15,RG RENOV,False,48.933962582,2.3671392202
512990516,2009-06-21,,True,48.908608659,2.3622634666
414737981,2009-07-01,ELIOMEDICA DENTAL LABORATORY,False,48.932064527,2.3529388863
417735354,2009-07-01,YOUSSEF COIFFURE,False,48.94048907,2.3564530439
513641746,2009-07-07,RANIMEBAT,False,48.923865808,2.3686924935
513903187,2009-07-08,TOTAL CENTER FRANCE,False,48.931176282,2.34868576
514152172,2009-07-31,G.B ENTREPRISE EQUIPEMENT,False,48.924982186,2.3691353107
514266675,2009-07-31,L'OPTICIEN AFFLELOU,False,48.936644762,2.3529692756
512683509,2009-08-03,GROUPE AVIR FRANCE,False,48.912697597,2.360739948
489105775,2009-08-16,,True,48.903012148,2.3602877231
514827542,2009-09-01,,True,48.908412633,2.3633330132
502976269,2009-09-01,,True,48.917168236,2.3527052
514580398,2009-09-07,A5 NUMERIQUE,False,48.918504548,2.3427519022
493310635,2009-09-08,SONI EXPRESS,False,48.920431889,2.3451918976
514990860,2009-09-23,M 786,False,48.930837456,2.3528572416
438596777,2009-10-15,,True,48.937439023,2.3596361218
510054455,2009-10-20,,True,48.941588199,2.3856278329
517955803,2009-10-25,REPERA,False,48.923426614,2.3673836359
518060850,2009-10-25,,True,48.936644762,2.3529692756
517487302,2009-11-01,SOCIETE TRAVAUX RENOVATION,False,48.936341861,2.3505876699
493774327,2009-11-01,STOCK EVENT,False,48.912697597,2.360739948
489987065,2009-11-01,,True,48.941010357,2.3565152611
179301312,2009-11-06,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
432672194,2009-11-15,,True,48.938841861,2.3506683957
485264683,2009-11-16,SOCIETE MAINTENANCE D'INCENDIE PARISIENNE,False,48.924611539,2.3651079038
508902434,2009-11-20,PERFEC,False,48.940741575,2.3552458705
518433917,2009-11-25,,True,48.945222177,2.3711129861
518232707,2009-12-01,,True,48.911403262,2.3569154301
179301312,2009-12-10,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
518865167,2009-12-22,B L H,False,48.932024836,2.3557538177
327920054,2009-12-31,EMG FRANCE,False,48.910208703,2.3616550149
327920054,2009-12-31,EMG FRANCE,False,48.910208703,2.3616550149
327920054,2009-12-31,EMG FRANCE,False,48.910208703,2.3616550149
327920054,2009-12-31,EMG FRANCE,False,48.910208703,2.3616550149
327920054,2009-12-31,EMG FRANCE,False,48.910208703,2.3616550149
327920054,2009-12-31,EMG FRANCE,False,48.910208703,2.3616550149
327920054,2009-12-31,EMG FRANCE,False,48.910208703,2.3616550149
518598750,2010-01-01,BILAL PROPRETE,False,48.919473152,2.3420085269
179301312,2010-01-01,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
519213730,2010-01-04,,True,48.939367158,2.3592287923
519314991,2010-01-04,,True,48.917632046,2.3634041591
423586262,2010-01-04,,True,48.938667795,2.3599542111
387883804,2010-01-11,,True,48.941696642,2.3763271032
442171989,2010-01-12,TRANS ECO,False,48.936341861,2.3505876699
500639737,2010-01-15,PROCHE-SECUR,False,48.934409938,2.3499600138
449136191,2010-01-25,,True,48.936341861,2.3505876699
391501103,2010-02-01,,True,48.903566276,2.3582313994
520238171,2010-02-05,STTP,False,48.925164455,2.3496360775
521408146,2010-03-13,,True,48.908341905,2.3593946426
521327353,2010-03-16,,True,48.924301763,2.3682272994
444245666,2010-04-01,BERTO I D F EST,False,48.940356912,2.3441821964
521501700,2010-04-01,PTP5,False,48.920431889,2.3451918976
522491729,2010-04-01,SCI ARIAN EURO,False,48.915962749,2.3664209858
430293142,2010-04-01,,True,48.924147493,2.3642578999
521058016,2010-04-01,,True,48.942514347,2.352296945
423749928,2010-04-03,AGOURAM,False,48.92602782,2.3420823088
522025154,2010-04-20,G.T.C.,False,48.923982301,2.3675392784
552007718,2010-06-01,DAP FRANCE,False,48.919317193,2.359833336
523830594,2010-07-01,MTS,False,48.924394852,2.3628795276
352639983,2010-07-13,,True,48.938346627,2.3562201858
